finance_id,model_id,year,country,units_sold,total_revenue,profit,min_price,max_price,revenue_per_unit,average_profit_margin_pct,tax_rate_pct,import_duty_usd,local_manufacturing_cost_usd,marketing_expense_usd,r_and_d_expense_usd,warranty_cost_usd,dealer_commission_pct,currency,exchange_rate_to_usd,net_profit_usd,gross_margin_usd,operating_expense_usd,net_revenue_usd,tax_paid_usd,interest_expense_usd,cash_flow_usd,capital_expenditure_usd,depreciation_usd,amortization_usd,ebitda_usd,ebit_usd,net_income_usd,dividend_usd,shares_outstanding
79,TataModel_2,2023,India,5505,217536373.17,51425598.62,10385.56,72607.93,39516.14,23.64,17.39,1328.61,10978.23,11533.56,18014.37,7395.67,10.56,INR,1.23,13596023.32,217524066.33,73717.81,217462655.36,37829575.29,8719.07,20195.74,53173.43,1401.71,3984.60,217468041.67,217459322.60,179629747.30,3366.63,2708190.00
80,TataModel_2,2024,India,811,11085408.57,1462165.39,16001.16,41379.22,13668.81,13.19,13.60,223.74,19651.80,2773.46,19543.98,1982.62,6.15,JPY,1.02,-45450.18,11065533.03,99353.63,10986054.94,1507615.56,5064.84,103410.81,22788.14,10662.16,5110.23,11001827.33,10996762.49,9489146.92,4022.26,3534955.00
81,TataModel_2,2015,USA,3580,39035180.21,7838264.19,4053.68,39556.40,10903.68,20.08,9.60,803.44,15038.46,7844.23,11566.43,4597.71,3.91,USD,0.99,4090886.89,39019338.31,47590.29,38987589.92,3747377.30,7339.41,61171.65,21701.69,2469.20,6521.77,38996580.89,38989241.48,35241864.18,3884.87,4742248.00
82,TataModel_2,2016,USA,6817,224634187.72,45241325.41,7958.05,26191.22,32952.06,20.14,11.61,925.11,11353.92,14245.68,19040.29,1926.93,8.67,EUR,1.21,19161296.21,224621908.69,61559.50,224572628.22,26080029.19,1036.85,48597.74,22517.86,5700.88,6334.81,224584663.91,224583627.06,198503597.87,2967.88,1985571.00
83,TataModel_2,2017,USA,149,7990968.26,1685295.21,8159.29,26962.63,53630.66,21.09,12.83,229.82,4678.85,1735.59,2458.81,4098.80,11.38,EUR,0.89,660053.98,7986059.59,61730.74,7929237.52,1025241.23,3859.82,22417.93,28036.36,5508.19,819.63,7935565.34,7931705.52,6906464.29,3468.82,4940894.00
84,TataModel_2,2018,USA,3840,49016515.58,5024192.85,17567.11,61508.54,12764.72,10.25,19.96,543.29,15235.92,1453.00,17797.85,579.62,7.35,EUR,1.16,-4759503.66,49000736.37,52579.33,48963936.25,9783696.51,10680.58,95054.23,55741.46,8186.04,673.08,48972795.37,48962114.79,39178418.28,1877.16,4192361.00
85,TataModel_2,2019,USA,1327,15179162.56,2448398.92,5780.24,37477.43,11438.71,16.13,17.32,496.78,23462.85,7195.57,9528.49,6136.14,5.22,EUR,1.22,-180632.03,15155202.93,37891.50,15141271.06,2629030.96,1571.88,109172.71,37941.42,6757.04,4672.15,15152700.25,15151128.37,12522097.42,1938.30,2664765.00
86,TataModel_2,2020,USA,1902,126494432.40,28878678.92,5043.42,25585.19,66506.01,22.83,14.73,1277.08,5667.18,6932.04,7888.63,6804.74,5.13,EUR,1.42,10246049.02,126487488.14,10884.13,126483548.27,18632629.89,3620.79,32778.55,56926.42,9931.53,1676.09,126495155.89,126491535.10,107858905.21,1005.42,4276431.00
87,TataModel_2,2021,USA,3908,26358714.87,6990331.18,8724.87,56486.41,6744.81,26.52,6.73,557.59,12760.62,2011.76,7081.46,7614.62,7.80,USD,1.39,5216389.67,26345396.66,11160.40,26347554.47,1773941.51,9303.17,40825.81,15149.48,9183.26,1667.61,26358405.34,26349102.17,24575160.66,2689.84,2287312.00
88,TataModel_2,2022,USA,5195,183933889.14,35646387.72,13501.24,29983.45,35405.95,19.38,19.96,1021.06,21800.81,2544.14,8813.14,6639.74,9.50,INR,0.89,-1066816.56,183911067.27,60384.29,183873504.85,36713204.27,4751.53,115992.38,25014.99,4260.41,5739.20,183883504.46,183878752.93,147165548.66,2094.78,2136452.00
89,TataModel_2,2023,USA,6103,92117735.48,15484991.33,17737.46,39522.32,15093.84,16.81,7.57,1260.75,14986.12,3795.59,11393.88,6894.24,9.54,EUR,1.40,8511678.76,92101488.61,32122.41,92085613.07,6973312.58,1227.20,87759.74,56483.10,11769.72,2135.17,92099517.96,92098290.76,85124978.18,1899.87,4920317.00
90,TataModel_2,2024,USA,2049,97682080.65,6046520.79,11671.21,61860.03,47673.05,6.19,7.00,1273.99,14595.36,13403.85,9316.75,6331.04,4.90,GBP,1.45,-791224.85,97666211.30,79474.11,97602606.54,6837745.65,9454.10,102890.41,41364.86,3493.23,2905.26,97609005.03,97599550.93,90761805.29,3749.83,3005617.00
91,TataModel_2,2015,UK,1319,31309090.85,9004494.53,12039.90,57137.22,23736.99,28.76,19.67,1237.76,16960.41,6301.92,15968.50,3019.65,8.85,AUD,1.27,2845996.36,31290892.68,27284.98,31281805.87,6158498.17,12973.79,47350.35,31473.76,10530.45,2541.99,31294878.31,31281904.52,25123406.35,3937.34,4838999.00
92,TataModel_2,2016,UK,5898,175265147.03,18735844.22,17687.21,22430.96,29716.03,10.69,8.14,765.65,14974.22,5155.52,17474.80,4727.04,3.91,EUR,0.79,4469261.25,175249407.16,37602.85,175227544.18,14266582.97,7436.12,57534.41,18468.90,10424.08,2751.68,175240719.94,175233283.82,160966700.85,3340.04,4526732.00
93,TataModel_2,2017,UK,6532,225243944.00,30115115.31,16458.72,24042.20,34483.15,13.37,17.35,1183.04,18497.10,11227.46,15924.32,4187.67,8.29,USD,1.31,-8964708.97,225224263.86,67192.85,225176751.15,39079824.28,14356.59,42733.92,34459.19,10753.87,6029.40,225193534.42,225179177.83,186099353.54,2273.47,3498158.00
94,TataModel_2,2018,UK,3287,199060677.11,52970046.18,15126.83,27062.61,60559.99,26.61,12.57,230.89,7568.27,12619.51,17368.76,4532.65,9.22,AUD,0.82,27948119.07,199052877.95,30002.56,199030674.55,25021927.11,9200.13,29350.31,53065.83,6022.91,2301.95,199038999.41,199029799.28,174007872.17,3465.03,3412278.00
95,TataModel_2,2019,UK,6657,314853039.36,31359362.72,4818.58,53733.38,47296.54,9.96,11.43,1403.40,8132.97,4200.75,18031.87,1982.36,3.34,EUR,1.10,-4628339.68,314843502.99,32185.65,314820853.71,35987702.40,11510.34,38961.39,25265.23,11160.01,3942.16,314835955.88,314824445.54,278836743.14,2208.49,2987851.00
96,TataModel_2,2020,UK,5510,285848906.27,37474791.61,9284.07,20648.12,51878.20,13.11,18.79,747.30,14222.36,11962.20,16238.46,3255.74,4.89,EUR,0.85,-16236217.88,285833936.61,83392.69,285765513.58,53711009.49,9324.40,93295.57,55008.24,2268.28,6863.93,285774645.79,285765321.39,232054311.90,4589.75,2166737.00
97,TataModel_2,2021,UK,6176,117347813.47,32751774.74,10397.80,56002.79,19000.62,27.91,18.61,484.48,8839.73,8164.17,15044.66,7653.28,11.89,INR,0.68,10913346.65,117338489.26,76811.30,117271002.17,21838428.09,6750.72,95950.30,5293.81,2796.65,1358.76,117275157.58,117268406.86,95429978.77,2214.25,4213413.00
98,TataModel_2,2022,UK,2018,102737810.39,25869380.66,7290.96,28092.02,50910.71,25.18,15.21,940.03,23826.98,11963.14,6267.78,1506.04,7.89,EUR,1.23,10242959.70,102713043.38,33282.45,102704527.94,15626420.96,14238.63,84005.10,15734.92,3989.50,5505.38,102714022.82,102699784.19,87073363.23,2459.96,2404215.00
99,TataModel_2,2023,UK,4461,99885993.29,24062535.78,4552.07,23374.45,22390.94,24.09,16.59,738.95,12035.85,1905.22,5616.63,5378.24,8.99,JPY,0.98,7491449.50,99873218.49,37927.53,99848065.76,16571086.29,3919.46,58828.67,11158.83,7171.69,1721.00,99856958.45,99853038.99,83281952.70,3531.43,3208575.00
100,TataModel_2,2024,UK,6492,255021881.71,63245426.66,18586.74,51362.00,39282.48,24.80,7.04,1300.92,17342.19,8772.53,19621.34,4088.59,4.16,EUR,1.40,45291886.19,255003238.60,26004.62,254995877.09,17953540.47,7947.12,31335.28,22848.65,4057.14,7026.97,255006961.20,254999014.08,237045473.61,3744.70,1460770.00
101,TataModel_2,2015,Germany,5541,54052432.30,5389027.50,15997.80,25194.51,9755.00,9.97,19.07,662.87,17041.64,12756.00,17325.68,3571.26,9.14,AUD,0.67,-4918771.34,54034727.79,60161.30,53992271.00,10307798.84,7340.02,20001.40,11929.45,3740.14,5933.25,54001944.39,53994604.37,43686805.53,4933.54,2834277.00
102,TataModel_2,2016,Germany,6922,399306754.17,49354314.82,13529.70,25658.94,57686.62,12.36,13.74,1437.67,23974.73,3566.12,17371.26,7365.50,3.86,JPY,0.89,-5510433.21,399281341.77,37146.35,399269607.82,54864748.02,5303.24,50514.17,57649.66,7727.30,4607.08,399281942.20,399276638.96,344411890.94,4396.21,3086443.00
103,TataModel_2,2017,Germany,5193,212672550.59,16673527.97,4576.87,59432.04,40953.70,7.84,5.99,202.10,9693.29,9634.20,11717.61,6172.07,8.79,USD,1.02,3934442.19,212662655.20,85664.54,212586886.05,12739085.78,10924.16,88574.26,38475.85,1820.15,1551.18,212590257.38,212579333.22,199840247.44,3046.44,1814341.00
104,TataModel_2,2018,Germany,215,2156923.68,201025.29,15863.40,34519.01,10032.20,9.32,16.28,1104.62,12580.88,12834.59,9165.51,2606.60,9.81,AUD,0.77,-150121.89,2143238.18,96713.84,2060209.84,351147.18,1172.10,52077.40,10732.39,4579.14,1396.29,2066185.27,2065013.17,1713866.00,4780.32,3622732.00
105,TataModel_2,2019,Germany,791,12922572.92,651297.68,18873.30,49875.76,16337.01,5.04,7.86,1484.00,24624.45,12523.46,16841.49,5029.10,3.88,EUR,0.75,-364416.56,12896464.47,49436.64,12873136.28,1015714.23,14908.54,25826.13,40636.40,3360.93,5063.74,12881560.95,12866652.41,11850938.18,2146.28,1673808.00
106,TataModel_2,2020,Germany,3373,87208945.50,13438898.50,16422.70,53392.45,25855.01,15.41,18.19,192.31,17139.85,11942.68,3641.17,5074.20,5.99,USD,1.29,-2424408.68,87191613.34,99160.53,87109784.97,15863307.19,6491.19,98565.23,21123.23,9053.13,3651.65,87122489.75,87115998.56,71252691.37,1788.42,1397340.00
107,TataModel_2,2021,Germany,4411,170597769.80,35450216.56,16130.99,43968.28,38675.53,20.78,13.13,1050.58,5341.17,12089.94,3672.30,5951.17,8.53,JPY,0.57,13050729.39,170591378.05,96364.71,170501405.09,22399487.17,11057.74,27664.55,10286.40,11687.76,2238.54,170515331.39,170504273.65,148104786.47,1473.64,3527398.00
108,TataModel_2,2022,Germany,2380,41299568.87,10618119.16,6105.91,70361.43,17352.76,25.71,6.83,1320.68,8347.33,14033.42,7857.46,1580.61,6.64,JPY,0.51,7797358.60,41289900.86,88161.22,41211407.65,2820760.55,5662.61,17837.95,14036.18,9992.05,3723.97,41225123.67,41219461.06,38398700.51,2483.73,3756859.00
109,TataModel_2,2023,Germany,3193,208330120.64,40936868.71,6395.81,60381.24,65245.89,19.65,11.00,1269.46,6900.01,2366.46,9728.82,3727.33,8.65,AUD,0.78,18020555.44,208321951.17,54742.21,208275378.43,22916313.27,12545.90,94468.06,5518.49,5748.96,2914.70,208284042.09,208271496.19,185355182.92,1196.47,4996813.00
110,TataModel_2,2024,Germany,6460,152327538.20,17548132.40,6674.53,47169.72,23580.11,11.52,17.04,394.80,7266.23,5808.44,19913.70,6185.29,11.63,AUD,1.47,-8408480.11,152319877.17,12957.60,152314580.60,25956612.51,9467.07,43603.34,30128.28,8997.34,7421.19,152330999.13,152321532.06,126364919.55,4271.81,2620984.00
111,TataModel_2,2015,France,5984,167809473.55,11948034.52,15526.18,30858.41,28043.03,7.12,15.35,1233.99,22714.05,5669.60,8574.38,4074.16,7.88,GBP,1.27,-13810719.67,167785525.51,77619.70,167731853.85,25758754.19,12878.83,13304.96,57694.74,5811.77,7661.73,167745327.35,167732448.52,141973694.33,2304.99,2850123.00
112,TataModel_2,2016,France,952,60017627.26,17831237.06,9732.03,68833.02,63043.73,29.71,9.71,1028.90,12046.66,13690.58,8583.34,2215.20,9.05,INR,0.77,12003525.45,60004551.70,12237.98,60005389.28,5827711.61,7209.87,45228.68,52930.60,7994.08,2558.69,60015942.05,60008732.18,54181020.57,3892.93,4340016.00
113,TataModel_2,2017,France,2107,25373317.01,7287216.65,7767.88,53147.86,12042.39,28.72,5.62,1430.01,6545.77,2256.30,4964.44,4903.95,8.28,JPY,0.85,5861236.23,25365341.23,14061.37,25359255.64,1425980.42,13174.45,89736.64,32096.04,2649.73,5775.42,25367680.79,25354506.34,23928525.92,1988.68,2612622.00
114,TataModel_2,2018,France,6413,48091493.99,11354401.73,17252.91,31756.47,7499.06,23.61,8.60,428.19,8944.27,9569.37,13931.39,3057.73,11.46,AUD,1.49,7218533.25,48082121.53,69872.41,48021621.58,4135868.48,1755.98,108949.63,11592.48,10511.04,883.06,48033015.68,48031259.70,43895391.22,1209.42,4750632.00
115,TataModel_2,2019,France,5232,315114564.81,28990539.96,8056.90,72122.68,60228.32,9.20,18.54,573.36,4176.86,10642.04,13200.23,933.63,5.04,INR,0.95,-29431700.35,315109814.59,83087.94,315031476.87,58422240.32,11772.68,83321.90,11360.30,11308.77,4658.96,315047444.60,315035671.92,256613431.60,2370.51,4904437.00
116,TataModel_2,2020,France,2467,53077817.83,12457363.85,16061.53,29861.04,21515.13,23.47,8.43,1109.09,16602.06,6254.32,13629.76,7272.87,5.98,INR,0.98,7982903.80,53060106.68,49106.03,53028711.80,4474460.04,13016.47,41765.49,42659.02,9442.64,2612.20,53040766.64,53027750.17,48553290.13,2576.23,3654070.00
117,TataModel_2,2021,France,2319,123820497.19,32465734.36,13689.65,68846.01,53393.92,26.22,18.16,1499.42,9300.16,8379.50,4908.18,3894.11,3.62,USD,0.62,9979932.07,123809697.61,53567.44,123766929.75,22485802.29,9712.38,88611.64,17238.80,9040.05,661.33,123776631.13,123766918.75,101281116.46,4889.57,3112561.00
118,TataModel_2,2022,France,5996,289532723.75,80374284.11,18422.63,26193.26,48287.65,27.76,5.76,1407.97,10022.87,6997.87,2004.20,5451.59,5.33,GBP,1.26,63697199.23,289521292.91,46386.03,289486337.72,16677084.89,1329.86,115148.23,31292.92,7106.01,4036.87,289497480.60,289496150.74,272819065.86,4938.83,4279781.00
119,TataModel_2,2023,France,2201,81766392.15,18814446.83,11494.10,72960.47,37149.66,23.01,11.83,504.60,20840.70,5335.61,18089.85,1375.45,6.64,EUR,0.65,9141482.64,81745046.85,41263.70,81725128.45,9672964.19,10749.95,79745.56,34278.06,5521.51,730.70,81731380.66,81720630.71,72047666.52,1200.54,4466232.00
120,TataModel_2,2024,France,2141,122779577.52,31492961.63,11286.67,45710.36,57346.84,25.65,15.25,233.02,9836.80,4382.20,13996.15,7428.93,6.20,JPY,1.23,12769076.06,122769507.70,21566.73,122758010.79,18723885.57,5252.25,118086.18,26523.48,10373.32,7929.17,122776313.28,122771061.03,104047175.46,3165.25,2291270.00
121,TataModel_2,2015,Australia,4199,273049206.53,33148173.67,15440.13,21664.82,65027.20,12.14,12.52,629.99,9498.41,5168.51,7591.03,4765.04,7.95,USD,1.42,-1037586.98,273039078.13,41247.35,273007959.18,34185760.66,4164.35,48760.92,11468.96,10534.56,6071.85,273024565.59,273020401.24,238834640.58,1412.37,2037268.00
122,TataModel_2,2016,Australia,2183,45780611.42,3094769.33,16009.03,21699.32,20971.42,6.76,7.72,210.17,23635.44,5241.65,6084.04,3325.89,8.11,EUR,0.53,-439493.87,45756765.81,30480.87,45750130.55,3534263.20,6938.89,14137.63,27640.77,5305.65,6531.92,45761968.12,45755029.23,42220766.03,3244.17,1532615.00
123,TataModel_2,2017,Australia,2391,28444497.21,2267026.43,7368.68,62948.33,11896.49,7.97,11.17,1178.46,11736.91,13134.95,3443.11,7637.80,10.84,AUD,1.43,-910223.91,28431581.84,77509.71,28366987.50,3177250.34,8414.55,65188.50,24446.25,9883.83,3973.54,28380844.87,28372430.32,25195179.98,1777.77,4139988.00
124,TataModel_2,2018,Australia,2330,105203154.84,21966418.73,7977.28,68091.42,45151.57,20.88,12.52,419.29,22961.29,14860.69,8896.41,6299.50,4.60,GBP,0.91,8794983.74,105179774.26,48811.79,105154343.05,13171434.99,1262.15,45959.92,12599.73,3209.48,2010.63,105159563.16,105158301.01,91986866.02,1665.92,2553299.00
125,TataModel_2,2019,Australia,5089,273938957.63,71141947.30,13332.71,52019.68,53829.62,25.97,18.87,516.52,23829.15,13689.03,15052.15,7582.02,5.97,USD,0.94,19449665.99,273914611.96,96023.54,273842934.09,51692281.30,12901.91,38439.46,17771.44,6275.34,7786.91,273856996.34,273844094.43,222151813.12,1576.35,3986882.00
126,TataModel_2,2020,Australia,2657,36720893.01,4733323.11,13869.18,65496.13,13820.43,12.89,18.98,1061.66,6561.46,13485.72,3583.18,5235.66,9.31,USD,0.60,-2236302.38,36713269.89,76381.48,36644511.53,6969625.49,6853.87,51809.46,25827.42,10872.74,4681.63,36660065.90,36653212.03,29683586.54,1132.08,1245472.00
127,TataModel_2,2021,Australia,806,12362081.98,2934758.26,15162.40,73598.62,15337.57,23.74,15.14,1024.19,14082.73,5019.66,12683.00,1166.37,10.76,INR,0.95,1063139.05,12346975.06,50226.71,12311855.27,1871619.21,9131.79,93466.32,25519.84,2978.03,7756.31,12322589.61,12313457.82,10441838.61,2400.39,1794697.00
128,TataModel_2,2022,Australia,2223,47693923.81,11079298.50,19479.15,37427.32,21454.76,23.23,15.76,568.90,8460.46,8007.36,10914.76,7862.92,8.60,USD,1.18,3562736.11,47684894.45,76501.93,47617421.88,7516562.39,9198.35,47567.91,33904.03,3090.50,743.26,47621255.64,47612057.29,40095494.90,2479.17,2923574.00
129,TataModel_2,2023,Australia,568,4517059.07,907477.17,13403.28,68833.25,7952.57,20.09,18.11,931.37,15803.34,11192.83,11200.65,7867.76,8.07,AUD,1.28,89437.77,4500324.36,32653.04,4484406.03,818039.40,10499.52,78144.18,27072.65,4380.24,4118.20,4492904.47,4482404.95,3664365.56,4119.48,3706614.00
130,TataModel_2,2024,Australia,3623,63840122.12,11216709.46,8653.34,52793.02,17620.79,17.57,8.22,1465.72,13224.46,5510.64,14837.69,4452.45,3.46,JPY,1.37,5969051.42,63825431.94,43023.88,63797098.24,5247658.04,4872.05,84086.96,45125.84,9168.59,844.43,63807111.26,63802239.21,58554581.17,4522.46,1241510.00
131,TataModel_2,2015,Japan,5855,387783656.22,92912964.03,13090.33,50305.85,66231.20,23.96,11.17,1026.26,8300.81,13463.45,17938.21,4089.23,7.94,GBP,1.47,49597529.63,387774329.15,49211.51,387734444.71,43315434.40,12328.86,14935.00,29939.38,5790.26,850.37,387741085.34,387728756.48,344413322.08,1961.25,4314097.00
132,TataModel_2,2016,Japan,2665,58166483.65,17339428.78,13132.29,28537.89,21826.07,29.81,11.12,155.76,15047.37,4737.47,14454.36,3752.55,5.01,EUR,0.61,10871315.79,58151280.52,28320.59,58138163.06,6468112.98,9220.48,50372.16,30936.96,11100.37,2394.89,58151658.32,58142437.84,51674324.86,2010.08,4059258.00
133,TataModel_2,2017,Japan,1802,11300006.96,2275821.40,15438.96,56038.30,6270.81,20.14,16.16,271.60,18847.18,7625.86,16284.91,3407.11,4.19,JPY,1.21,449740.28,11280888.18,98563.52,11201443.44,1826081.12,4072.60,62049.96,19777.63,5447.75,6065.78,11212956.97,11208884.37,9382803.25,4945.76,2685404.00
134,TataModel_2,2018,Japan,5393,276879531.63,56178856.97,9900.23,33113.66,51340.54,20.29,18.12,585.50,15149.14,5396.51,8627.57,2821.22,10.29,USD,1.07,6008285.84,276863796.99,11293.15,276868238.48,50170571.13,5934.07,92162.01,20078.99,4721.86,3576.50,276876536.84,276870602.77,226700031.64,1583.37,1419101.00
135,TataModel_2,2019,Japan,2712,181276460.71,17765093.15,13744.45,70780.32,66842.35,9.80,6.71,607.65,24736.61,1480.12,18485.38,7524.10,10.18,INR,1.28,5601442.64,181251116.45,30393.07,181246067.64,12163650.51,1657.25,28105.47,27773.12,8771.43,2422.87,181257261.94,181255604.69,169091954.18,2225.50,2833582.00
136,TataModel_2,2020,Japan,541,16086153.46,1348019.66,7790.92,35845.41,29734.11,8.38,15.42,511.96,15823.81,6811.60,18650.15,5803.00,11.13,JPY,1.08,-1132465.20,16069817.69,45172.02,16040981.44,2480484.86,12666.72,83571.34,44120.59,6800.69,2362.33,16050144.46,16037477.74,13556992.88,1617.25,4005222.00
137,TataModel_2,2021,Japan,1243,79297157.11,14368644.87,15510.87,38246.32,63794.98,18.12,13.48,1397.31,13305.25,10495.26,13559.65,2883.75,9.39,USD,1.27,3679388.09,79282454.55,46578.30,79250578.81,10689256.78,3048.84,58354.41,38489.26,2456.77,6881.58,79259917.16,79256868.32,68567611.54,4353.73,1105627.00
138,TataModel_2,2022,Japan,1506,85409272.45,15749469.84,18195.83,54093.96,56712.66,18.44,16.62,930.65,18505.32,6216.49,16350.39,2033.13,3.18,USD,1.16,1554448.76,85389836.48,87575.13,85321697.32,14195021.08,13721.49,100871.93,48659.04,7360.52,5780.94,85334838.78,85321117.29,71126096.21,3279.16,3080632.00
139,TataModel_2,2023,Japan,4720,36234443.85,7852003.98,6733.29,20430.40,7676.79,21.67,13.96,679.07,12862.00,13557.11,13321.16,1339.27,5.48,AUD,0.77,2793675.62,36220902.78,65494.18,36168949.67,5058328.36,6003.86,67139.51,23348.04,6662.52,5509.23,36181121.42,36175117.56,31116789.20,1057.99,1598623.00
140,TataModel_2,2024,Japan,3773,91424846.40,5960899.99,5462.46,57363.78,24231.34,6.52,10.37,633.57,3878.45,3484.26,13366.68,694.18,7.13,AUD,0.67,-3519856.59,91420334.38,29808.99,91395037.41,9480756.57,11013.66,11549.77,33797.68,6812.21,6939.30,91408788.92,91397775.26,81917018.69,4923.24,4063234.00
141,TataModel_3,2015,India,6217,300498999.84,47568991.67,14310.20,49103.36,48335.05,15.83,8.07,605.33,4649.51,3983.74,18748.87,2540.46,3.82,GBP,1.23,23318722.39,300493745.00,45490.22,300453509.62,24250269.29,6467.63,96491.84,12722.94,3622.84,1179.92,300458312.38,300451844.75,276201575.46,1728.01,1509856.00
142,TataModel_3,2016,India,6155,60248693.02,15990003.13,5020.58,38818.97,9788.58,26.54,14.10,1407.65,20867.94,5718.68,13715.07,4404.78,4.88,JPY,0.52,7494937.41,60226417.43,75478.34,60173214.68,8495065.72,12401.51,94970.93,47761.58,1949.81,744.29,60175908.78,60163507.27,51668441.56,3324.94,1281203.00
143,TataModel_3,2017,India,5529,158666005.80,42522489.55,17964.72,27690.10,28697.05,26.80,18.16,748.83,24113.20,9568.29,7365.91,5226.68,10.54,EUR,1.36,13708742.90,158641143.77,27341.93,158638663.87,28813746.65,6915.91,55712.91,7322.66,7520.92,6020.82,158652205.61,158645289.70,129831543.04,1265.52,2240108.00
144,TataModel_3,2018,India,3702,221706443.82,38377385.43,15015.54,39732.65,59888.29,17.31,7.25,1391.47,6379.91,1030.28,11792.63,7892.02,6.42,AUD,1.36,22303668.25,221698672.44,89277.93,221617165.89,16073717.18,12408.89,28265.43,18833.95,10479.65,7701.50,221635347.04,221622938.15,205549220.97,3129.76,4101350.00
145,TataModel_3,2019,India,5639,141145956.76,20833143.22,6319.64,74096.82,25030.32,14.76,14.85,474.12,20241.78,11930.18,13239.47,3437.66,8.49,INR,1.44,-127031.36,141125240.86,38904.59,141107052.17,20960174.58,11471.89,33169.19,11132.57,2381.81,5785.49,141115219.47,141103747.58,120143573.00,2916.67,1449107.00
146,TataModel_3,2020,India,1852,54633091.18,8801390.99,12415.61,33321.73,29499.51,16.11,17.71,995.62,4998.79,4205.76,4827.36,2774.14,4.55,EUR,1.19,-874129.46,54627096.77,76834.96,54556256.22,9675520.45,12559.85,53775.81,5414.57,6184.63,1764.97,54564205.82,54551645.97,44876125.52,2596.66,4399288.00
