car_model,salesperson_id,age_group,customer_gender,customer_income_group,customer_residence_type,is_first_time_buyer,loyalty_program_member,discount_reason,feedback_score,car_type,car_img_url,fuel_type,transmission,safety_rating,seating_capacity
TataModel_41,658,"Early Mid-Age",Male,High,Rural,FALSE,FALSE,Festival,1.54,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_41.jpg,Electric,Automatic,4,5-Seater
TataModel_34,596,"Early Mid-Age",Male,High,Rural,FALSE,FALSE,Clearance,4.82,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_34.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_20,181,"Early Mid-Age",Female,High,Suburban,FALSE,FALSE,"No Discount",5.23,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_20.jpg,Diesel,Manual,3.4,8-Seater
TataModel_48,473,"Mature Adults",Other,High,Rural,TRUE,FALSE,"New Model Launch",5.04,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_48.jpg,Hybrid,Manual,4.4,4-Seater
TataModel_30,691,"Mature Adults",Male,Medium,Urban,FALSE,FALSE,Clearance,6.94,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_30.jpg,Hybrid,CVT,4.3,5-Seater
TataModel_27,484,"Young Adults",Other,High,Suburban,FALSE,TRUE,Clearance,6.74,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_27.jpg,Hybrid,CVT,3.8,4-Seater
TataModel_37,741,"Senior Adults",Female,Low,Suburban,FALSE,TRUE,"New Model Launch",7.07,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_37.jpg,Electric,CVT,2.6,5-Seater
TataModel_33,468,"Mature Adults",Male,High,Rural,TRUE,FALSE,"New Model Launch",5.92,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_33.jpg,Hybrid,Automatic,3.3,4-Seater
TataModel_36,40,"Senior Adults",Male,High,Rural,TRUE,TRUE,Festival,4.86,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_36.jpg,Hybrid,Manual,3.9,4-Seater
TataModel_37,284,"Young Adults",Male,High,Rural,TRUE,FALSE,"No Discount",3.16,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_37.jpg,Electric,CVT,2.6,5-Seater
TataModel_8,696,"Mature Adults",Other,Low,Urban,FALSE,TRUE,Festival,3.24,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_8.jpg,Electric,CVT,4.8,7-Seater
TataModel_31,624,"Senior Adults",Other,Medium,Suburban,TRUE,TRUE,Festival,2.74,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_31.jpg,Petrol,Manual,4.5,7-Seater
TataModel_7,486,"Young Adults",Other,Medium,Urban,FALSE,FALSE,Festival,8.31,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_7.jpg,Hybrid,CVT,3.9,7-Seater
TataModel_33,431,"Early Mid-Age",Other,High,Rural,FALSE,FALSE,Clearance,6.78,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_33.jpg,Hybrid,Automatic,3.3,4-Seater
TataModel_30,616,"Senior Adults",Male,Low,Rural,TRUE,FALSE,Festival,5.02,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_30.jpg,Hybrid,CVT,4.3,5-Seater
TataModel_4,195,"Early Mid-Age",Other,Medium,Urban,TRUE,TRUE,"New Model Launch",5.93,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_4.jpg,Diesel,Manual,4.6,8-Seater
TataModel_6,965,"Early Mid-Age",Male,High,Suburban,TRUE,FALSE,"No Discount",2.15,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_6.jpg,Electric,Automatic,2.9,5-Seater
TataModel_27,380,"Mature Adults",Male,High,Rural,FALSE,TRUE,Clearance,8.89,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_27.jpg,Hybrid,CVT,3.8,4-Seater
TataModel_25,147,"Senior Adults",Female,High,Rural,TRUE,TRUE,Clearance,3.52,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_25.jpg,Petrol,CVT,4.8,7-Seater
TataModel_36,719,"Mature Adults",Other,Low,Suburban,TRUE,TRUE,Clearance,7.32,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_36.jpg,Hybrid,Manual,3.9,4-Seater
TataModel_37,396,"Early Mid-Age",Female,Medium,Suburban,TRUE,TRUE,Clearance,7.99,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_37.jpg,Electric,CVT,2.6,5-Seater
TataModel_7,59,"Early Mid-Age",Male,High,Suburban,FALSE,TRUE,"No Discount",5.05,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_7.jpg,Hybrid,CVT,3.9,7-Seater
TataModel_16,902,"Mature Adults",Male,Medium,Suburban,TRUE,FALSE,"No Discount",2.04,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_16.jpg,Petrol,Automatic,4.7,5-Seater
TataModel_16,362,"Young Adults",Male,Medium,Suburban,TRUE,FALSE,Festival,7.38,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_16.jpg,Petrol,Automatic,4.7,5-Seater
TataModel_5,738,"Early Mid-Age",Female,Low,Urban,FALSE,TRUE,"New Model Launch",1.16,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_5.jpg,Hybrid,Manual,3.3,8-Seater
TataModel_34,476,"Senior Adults",Female,Medium,Suburban,TRUE,FALSE,Festival,3.09,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_34.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_15,6,"Early Mid-Age",Female,High,Urban,TRUE,TRUE,"No Discount",3.64,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_15.jpg,Hybrid,Manual,3.8,8-Seater
TataModel_43,121,"Mature Adults",Male,Low,Urban,FALSE,TRUE,Clearance,1.17,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_43.jpg,Hybrid,Automatic,2.6,5-Seater
TataModel_46,445,"Young Adults",Male,Low,Rural,TRUE,TRUE,Clearance,6.07,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_46.jpg,Petrol,Manual,2.8,4-Seater
TataModel_45,282,"Mature Adults",Other,Medium,Urban,TRUE,TRUE,Festival,8.19,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_45.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_7,507,"Mature Adults",Other,High,Rural,FALSE,FALSE,"New Model Launch",7.76,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_7.jpg,Hybrid,CVT,3.9,7-Seater
TataModel_14,391,"Mature Adults",Female,High,Rural,TRUE,FALSE,Festival,2.58,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_14.jpg,Diesel,Manual,2.9,5-Seater
TataModel_3,244,"Young Adults",Male,Medium,Urban,FALSE,FALSE,Clearance,9.36,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_3.jpg,Hybrid,CVT,3.5,4-Seater
TataModel_45,801,"Mature Adults",Other,Low,Suburban,FALSE,TRUE,"New Model Launch",6.25,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_45.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_18,285,"Senior Adults",Female,High,Urban,TRUE,TRUE,"No Discount",4.58,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_18.jpg,Diesel,Automatic,4.2,7-Seater
TataModel_34,758,"Senior Adults",Other,High,Rural,FALSE,TRUE,Festival,1.74,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_34.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_8,948,"Young Adults",Other,Medium,Urban,TRUE,FALSE,Clearance,3.85,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_8.jpg,Electric,CVT,4.8,7-Seater
TataModel_11,541,"Mature Adults",Male,Medium,Rural,TRUE,FALSE,"New Model Launch",2.53,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_11.jpg,Electric,CVT,2.7,8-Seater
TataModel_31,568,"Mature Adults",Male,Medium,Rural,FALSE,FALSE,"No Discount",7.92,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_31.jpg,Petrol,Manual,4.5,7-Seater
TataModel_7,366,"Mature Adults",Other,Medium,Urban,TRUE,TRUE,Festival,9.37,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_7.jpg,Hybrid,CVT,3.9,7-Seater
TataModel_40,996,"Young Adults",Male,Medium,Urban,FALSE,FALSE,"New Model Launch",5.38,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_40.jpg,Electric,Automatic,3.2,7-Seater
TataModel_17,473,"Mature Adults",Female,High,Rural,FALSE,TRUE,"New Model Launch",5.11,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_17.jpg,Hybrid,Manual,4.4,5-Seater
TataModel_46,652,"Senior Adults",Female,Low,Rural,FALSE,FALSE,Festival,8.54,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_46.jpg,Petrol,Manual,2.8,4-Seater
TataModel_22,356,"Early Mid-Age",Female,Medium,Suburban,TRUE,TRUE,Festival,4.27,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_22.jpg,Electric,CVT,4.5,7-Seater
TataModel_36,860,"Young Adults",Male,High,Urban,FALSE,TRUE,"New Model Launch",2.89,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_36.jpg,Hybrid,Manual,3.9,4-Seater
TataModel_39,3,"Early Mid-Age",Male,Medium,Urban,TRUE,TRUE,"No Discount",5.69,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_39.jpg,Electric,Manual,3.9,4-Seater
TataModel_45,797,"Early Mid-Age",Female,Low,Rural,FALSE,FALSE,Clearance,1.62,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_45.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_26,519,"Early Mid-Age",Other,Low,Urban,TRUE,TRUE,"New Model Launch",1.28,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_26.jpg,Petrol,CVT,3.8,5-Seater
TataModel_13,991,"Early Mid-Age",Other,High,Suburban,FALSE,FALSE,Clearance,3.96,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_13.jpg,Electric,Automatic,5,4-Seater
TataModel_1,616,"Senior Adults",Other,Medium,Suburban,TRUE,FALSE,"New Model Launch",6.3,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_1.jpg,Hybrid,Automatic,4.6,8-Seater
TataModel_9,562,"Mature Adults",Female,High,Suburban,FALSE,FALSE,"No Discount",3.4,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_9.jpg,Electric,Automatic,4.2,7-Seater
TataModel_30,918,"Mature Adults",Male,High,Urban,FALSE,FALSE,Festival,1.25,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_30.jpg,Hybrid,CVT,4.3,5-Seater
TataModel_33,545,"Senior Adults",Other,High,Rural,TRUE,TRUE,Festival,6.14,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_33.jpg,Hybrid,Automatic,3.3,4-Seater
TataModel_20,887,"Senior Adults",Other,Low,Rural,TRUE,TRUE,Clearance,3.53,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_20.jpg,Diesel,Manual,3.4,8-Seater
TataModel_35,439,"Early Mid-Age",Male,Medium,Suburban,TRUE,FALSE,"New Model Launch",5.85,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_35.jpg,Electric,Automatic,2.7,4-Seater
TataModel_23,950,"Young Adults",Other,Medium,Suburban,FALSE,FALSE,"No Discount",7.95,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_23.jpg,Hybrid,Manual,4.5,8-Seater
TataModel_41,557,"Senior Adults",Male,High,Rural,TRUE,FALSE,"No Discount",7.38,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_41.jpg,Electric,Automatic,4,5-Seater
TataModel_46,437,"Senior Adults",Female,High,Rural,TRUE,TRUE,Festival,7.7,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_46.jpg,Petrol,Manual,2.8,4-Seater
TataModel_9,216,"Senior Adults",Other,Medium,Urban,FALSE,FALSE,"New Model Launch",9.32,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_9.jpg,Electric,Automatic,4.2,7-Seater
TataModel_39,132,"Early Mid-Age",Male,Medium,Urban,TRUE,TRUE,Clearance,9.82,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_39.jpg,Electric,Manual,3.9,4-Seater
TataModel_35,290,"Early Mid-Age",Other,High,Suburban,FALSE,FALSE,Clearance,8.77,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_35.jpg,Electric,Automatic,2.7,4-Seater
TataModel_27,907,"Early Mid-Age",Other,Medium,Rural,FALSE,TRUE,Clearance,3.29,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_27.jpg,Hybrid,CVT,3.8,4-Seater
TataModel_44,772,"Young Adults",Male,Medium,Rural,FALSE,FALSE,Festival,1.15,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_44.jpg,Electric,Automatic,4.6,5-Seater
TataModel_43,270,"Mature Adults",Male,Low,Rural,TRUE,FALSE,"No Discount",4.3,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_43.jpg,Hybrid,Automatic,2.6,5-Seater
TataModel_15,775,"Early Mid-Age",Other,Low,Suburban,TRUE,TRUE,"No Discount",8.72,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_15.jpg,Hybrid,Manual,3.8,8-Seater
TataModel_44,629,"Young Adults",Other,High,Rural,FALSE,FALSE,"No Discount",2.01,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_44.jpg,Electric,Automatic,4.6,5-Seater
TataModel_23,130,"Early Mid-Age",Other,Medium,Rural,TRUE,FALSE,"No Discount",6.42,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_23.jpg,Hybrid,Manual,4.5,8-Seater
TataModel_36,96,"Early Mid-Age",Female,Low,Rural,TRUE,TRUE,"No Discount",8.31,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_36.jpg,Hybrid,Manual,3.9,4-Seater
TataModel_20,575,"Senior Adults",Male,Medium,Suburban,TRUE,FALSE,Festival,9.65,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_20.jpg,Diesel,Manual,3.4,8-Seater
TataModel_9,518,"Senior Adults",Other,Low,Urban,FALSE,FALSE,"New Model Launch",1.66,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_9.jpg,Electric,Automatic,4.2,7-Seater
TataModel_22,961,"Senior Adults",Male,Medium,Suburban,TRUE,FALSE,Clearance,8.04,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_22.jpg,Electric,CVT,4.5,7-Seater
TataModel_22,341,"Young Adults",Other,High,Urban,FALSE,TRUE,Clearance,5.39,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_22.jpg,Electric,CVT,4.5,7-Seater
TataModel_35,490,"Senior Adults",Other,High,Suburban,FALSE,TRUE,Festival,9.94,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_35.jpg,Electric,Automatic,2.7,4-Seater
TataModel_37,473,"Early Mid-Age",Male,Low,Urban,FALSE,FALSE,"No Discount",8.61,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_37.jpg,Electric,CVT,2.6,5-Seater
TataModel_40,237,"Early Mid-Age",Female,Low,Rural,FALSE,FALSE,"No Discount",2.87,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_40.jpg,Electric,Automatic,3.2,7-Seater
TataModel_24,492,"Early Mid-Age",Male,Low,Suburban,TRUE,FALSE,"New Model Launch",7.66,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_24.jpg,Hybrid,Manual,4.7,5-Seater
TataModel_22,141,"Mature Adults",Female,High,Rural,FALSE,TRUE,Festival,6.11,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_22.jpg,Electric,CVT,4.5,7-Seater
TataModel_8,253,"Early Mid-Age",Female,High,Urban,FALSE,TRUE,Clearance,5.55,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_8.jpg,Electric,CVT,4.8,7-Seater
TataModel_15,231,"Senior Adults",Female,High,Urban,FALSE,TRUE,"No Discount",4.17,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_15.jpg,Hybrid,Manual,3.8,8-Seater
TataModel_21,783,"Early Mid-Age",Other,Low,Urban,FALSE,TRUE,Festival,3.35,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_21.jpg,Electric,CVT,3.2,7-Seater
TataModel_26,110,"Senior Adults",Female,Low,Suburban,FALSE,TRUE,"New Model Launch",4.11,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_26.jpg,Petrol,CVT,3.8,5-Seater
TataModel_30,467,"Young Adults",Male,High,Urban,FALSE,TRUE,Clearance,8.25,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_30.jpg,Hybrid,CVT,4.3,5-Seater
TataModel_28,716,"Senior Adults",Male,High,Rural,FALSE,TRUE,Clearance,5.23,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_28.jpg,Electric,Automatic,4.5,5-Seater
TataModel_10,757,"Senior Adults",Female,High,Suburban,TRUE,TRUE,Festival,5.5,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_10.jpg,Hybrid,Automatic,3.9,8-Seater
TataModel_47,20,"Early Mid-Age",Male,Medium,Urban,TRUE,FALSE,Festival,8.03,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_47.jpg,Petrol,Manual,3.8,8-Seater
TataModel_29,807,"Early Mid-Age",Male,Low,Rural,FALSE,TRUE,"New Model Launch",1.83,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_29.jpg,Diesel,Manual,4.1,4-Seater
TataModel_41,501,"Early Mid-Age",Male,High,Urban,TRUE,FALSE,"No Discount",5.11,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_41.jpg,Electric,Automatic,4,5-Seater
TataModel_20,840,"Early Mid-Age",Male,High,Urban,TRUE,TRUE,Clearance,5.52,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_20.jpg,Diesel,Manual,3.4,8-Seater
TataModel_48,697,"Early Mid-Age",Female,High,Rural,TRUE,FALSE,"New Model Launch",1.47,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_48.jpg,Hybrid,Manual,4.4,4-Seater
TataModel_33,410,"Young Adults",Male,High,Rural,TRUE,FALSE,Clearance,3.47,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_33.jpg,Hybrid,Automatic,3.3,4-Seater
TataModel_21,566,"Mature Adults",Other,High,Urban,TRUE,TRUE,Festival,6.59,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_21.jpg,Electric,CVT,3.2,7-Seater
TataModel_23,861,"Mature Adults",Other,Low,Urban,TRUE,FALSE,"No Discount",7.79,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_23.jpg,Hybrid,Manual,4.5,8-Seater
TataModel_47,715,"Mature Adults",Female,High,Rural,FALSE,FALSE,Clearance,6.08,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_47.jpg,Petrol,Manual,3.8,8-Seater
TataModel_45,805,"Young Adults",Male,Medium,Urban,TRUE,TRUE,"No Discount",6.74,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_45.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_45,276,"Young Adults",Female,High,Urban,TRUE,TRUE,Festival,8.08,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_45.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_6,313,"Mature Adults",Female,High,Urban,TRUE,TRUE,"No Discount",5.68,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_6.jpg,Electric,Automatic,2.9,5-Seater
TataModel_42,759,"Mature Adults",Female,Low,Suburban,FALSE,FALSE,"No Discount",4.56,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_42.jpg,Hybrid,Automatic,2.6,8-Seater
TataModel_49,678,"Senior Adults",Female,Low,Suburban,TRUE,TRUE,Clearance,5.2,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_49.jpg,Hybrid,Manual,3,4-Seater
TataModel_48,540,"Senior Adults",Male,Low,Rural,FALSE,FALSE,Festival,6.06,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_48.jpg,Hybrid,Manual,4.4,4-Seater
TataModel_30,380,"Young Adults",Male,Low,Suburban,FALSE,FALSE,Festival,2.57,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_30.jpg,Hybrid,CVT,4.3,5-Seater
TataModel_17,397,"Senior Adults",Female,Medium,Rural,FALSE,TRUE,Clearance,4.17,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_17.jpg,Hybrid,Manual,4.4,5-Seater
TataModel_5,986,"Young Adults",Female,Medium,Urban,TRUE,FALSE,Clearance,4.89,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_5.jpg,Hybrid,Manual,3.3,8-Seater
TataModel_45,234,"Young Adults",Male,Low,Rural,TRUE,FALSE,Festival,6.15,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_45.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_26,219,"Early Mid-Age",Male,Medium,Suburban,FALSE,FALSE,Clearance,8.08,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_26.jpg,Petrol,CVT,3.8,5-Seater
TataModel_38,508,"Mature Adults",Female,High,Urban,TRUE,TRUE,"No Discount",1.31,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_38.jpg,Diesel,Manual,3.7,5-Seater
TataModel_15,20,"Senior Adults",Female,Medium,Suburban,TRUE,TRUE,Clearance,8.35,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_15.jpg,Hybrid,Manual,3.8,8-Seater
TataModel_6,992,"Early Mid-Age",Male,Low,Urban,TRUE,FALSE,"No Discount",6.2,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_6.jpg,Electric,Automatic,2.9,5-Seater
TataModel_16,147,"Young Adults",Female,Medium,Rural,TRUE,FALSE,Clearance,6.01,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_16.jpg,Petrol,Automatic,4.7,5-Seater
TataModel_35,966,"Mature Adults",Male,Low,Suburban,FALSE,TRUE,Clearance,7.55,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_35.jpg,Electric,Automatic,2.7,4-Seater
TataModel_16,105,"Young Adults",Male,Medium,Urban,TRUE,FALSE,Clearance,4.11,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_16.jpg,Petrol,Automatic,4.7,5-Seater
TataModel_43,39,"Young Adults",Female,High,Urban,TRUE,FALSE,Festival,6.95,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_43.jpg,Hybrid,Automatic,2.6,5-Seater
TataModel_25,671,"Early Mid-Age",Other,Low,Suburban,FALSE,FALSE,"No Discount",9.5,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_25.jpg,Petrol,CVT,4.8,7-Seater
TataModel_19,639,"Young Adults",Female,High,Rural,FALSE,FALSE,"No Discount",9.67,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_19.jpg,Diesel,Manual,4.3,4-Seater
TataModel_7,137,"Mature Adults",Other,Low,Urban,FALSE,FALSE,Festival,7.72,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_7.jpg,Hybrid,CVT,3.9,7-Seater
TataModel_19,612,"Young Adults",Other,Low,Suburban,TRUE,FALSE,"No Discount",2.52,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_19.jpg,Diesel,Manual,4.3,4-Seater
TataModel_29,592,"Mature Adults",Female,High,Urban,TRUE,TRUE,"No Discount",9.96,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_29.jpg,Diesel,Manual,4.1,4-Seater
TataModel_38,799,"Early Mid-Age",Male,Medium,Rural,FALSE,FALSE,"No Discount",8.99,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_38.jpg,Diesel,Manual,3.7,5-Seater
TataModel_40,757,"Young Adults",Male,Medium,Rural,TRUE,FALSE,"No Discount",1.62,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_40.jpg,Electric,Automatic,3.2,7-Seater
TataModel_33,88,"Mature Adults",Male,Low,Rural,FALSE,FALSE,Festival,1.46,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_33.jpg,Hybrid,Automatic,3.3,4-Seater
TataModel_13,965,"Young Adults",Female,Medium,Rural,FALSE,FALSE,"New Model Launch",1.68,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_13.jpg,Electric,Automatic,5,4-Seater
TataModel_34,52,"Early Mid-Age",Male,Low,Rural,TRUE,FALSE,Clearance,2.99,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_34.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_8,742,"Senior Adults",Female,Low,Urban,TRUE,TRUE,Festival,7.26,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_8.jpg,Electric,CVT,4.8,7-Seater
TataModel_21,790,"Early Mid-Age",Other,Medium,Suburban,FALSE,TRUE,Clearance,5.22,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_21.jpg,Electric,CVT,3.2,7-Seater
TataModel_16,919,"Mature Adults",Female,Low,Suburban,FALSE,TRUE,"No Discount",6.08,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_16.jpg,Petrol,Automatic,4.7,5-Seater
TataModel_11,139,"Senior Adults",Male,Medium,Urban,FALSE,FALSE,Festival,4.93,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_11.jpg,Electric,CVT,2.7,8-Seater
TataModel_50,630,"Early Mid-Age",Other,Medium,Suburban,TRUE,TRUE,"No Discount",7.49,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_50.jpg,Electric,Automatic,4.1,4-Seater
TataModel_4,183,"Young Adults",Female,High,Rural,TRUE,FALSE,Festival,9.3,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_4.jpg,Diesel,Manual,4.6,8-Seater
TataModel_1,159,"Young Adults",Female,High,Suburban,FALSE,TRUE,"No Discount",5.03,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_1.jpg,Hybrid,Automatic,4.6,8-Seater
TataModel_16,559,"Early Mid-Age",Male,Low,Rural,FALSE,TRUE,"New Model Launch",1.96,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_16.jpg,Petrol,Automatic,4.7,5-Seater
TataModel_34,232,"Senior Adults",Female,High,Suburban,TRUE,FALSE,"New Model Launch",3.42,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_34.jpg,Hybrid,CVT,3.4,8-Seater
